tic,conm,cik,sic
RETK,RETEK INC,1094360,7372
SGOLY,ST HELENA GOLD MINES,1094364,1040
RDWR,RADWARE LTD,1094366,7372
NEWC.,NEW CHINA HOMES LTD,1094369,1520
VRTA.1,VIRATA CORP,1094371,3674
SKIL.1,SKILLSOFT CORP -OLD,1094451,8200
TM,TOYOTA MOTOR CORP,1094517,3711
LCTOD,EL SITIO INC,1094560,7370
QVDX,QUOVADX INC,1094561,7372
ICOPQ,ICOP DIGITAL INC,1094572,3651
FNSR,FINISAR CORP,1094739,3577
VTRO.1,VERTRO INC,1094808,7310
MFSF,MUTUALFIRST FINANCIAL INC,1094810,6020
CRTN,CARTESIAN INC,1094814,8742
BGC,BGC GROUP INC,1094831,6211
SOAP,SOAPSTONE NETWORKS INC,1094895,7372
HPOW,H POWER CORP,1094959,3674
MGRM.1,MONOGRAM BIOSCIENCES INC,1094961,2835
UGP,ULTRAPAR PARTICIPACOES SA,1094972,5172
HCENQ,HEALTHCENTRAL.COM,1095016,7370
PLG,PLATINUM GROUP METALS LTD,1095052,1000
BREK,BREK ENERGY CORP,1095070,1311
EG,EVEREST GROUP LTD,1095073,6331
ARTD,ARTISTDIRECT INC,1095079,7370
MTCH.,NORTEM NV,1095099,5080
DIGI.,DIGITAL IMPACT INC,1095105,7331
CAMZ,CAMINUS CORP,1095157,7372
CHRT,CHARTERED SEMICONDUCTOR MFG,1095270,3674
FNSCQ,FIRST NATL BANCSHARES INC/SC,1095274,6020
INTX,INTERSECTIONS INC,1095277,7323
WEB,WEB.COM GROUP INC,1095291,7370
PFSW,PFSWEB INC,1095315,7389
SMMX,SYMYX TECHNOLOGIES INC,1095330,7372
OIIM,O2MICRO INTERNATIONAL LTD,1095348,3674
EPCYY,EPCOS AG,1095409,3670
ATON,ALPHATON CAPITAL CORP,1095435,2836
CZLNF,CELANESE AG,1095442,2860
GLDUQ,GUILDMASTER INC,1095471,2510
IWAV,INTERWAVE COMMUN INTL LTD,1095478,3663
NTRT,NETRATINGS INC,1095480,8700
3GBNE,GLOBALNET INC,1095529,4899
HSTM,HEALTHSTREAM INC,1095565,7372
ASCX,ADVANCED SWITCHING COMM INC,1095583,3576
TRSI.,T/R SYSTEMS INC,1095594,7372
CEO,CNOOC LTD,1095595,1311
CRTK,COORSTEK INC,1095603,3290
JAZTF,JAZZTEL PLC,1095616,4813
SAFE,SAFEHOLD INC,1095651,6798
CMFV,COMF5 INTERNATIONAL INC,1095691,7370
PSCDQ,PHILIP SERVICES CORP,1095701,7600
JCDAF,JACADA LTD,1095747,7372
AVLD,AVALON DIGITAL MARKETING SYS,1095792,7370
EBNX,EBENX INC,1095825,7370
ERBA,ERBA DIAGNOSTICS INC,1095858,2835
AMFH,AMERICAN FINANCIAL HLDGS INC,1095862,6036
VNX.1,VERIDIAN CORP,1095901,7373
PSTV,PLUS THERAPEUTICS INC,1095981,2836
WLH,WILLIAM LYON HOMES,1095996,1531
CRB.5,CARBON ENERGY CORP - OLD,1096019,1311
LXFR,LUXFER HOLDINGS PLC,1096056,3350
NBGGY,NATIONAL BANK OF GREECE,1096061,6020
OVOE,ONE VOICE TECHNOLOGIES INC,1096088,7372
ECMN,ECHAPMAN INC,1096114,6282
GTIV,GENTIVA HEALTH SERVICES INC,1096142,8082
ECTX.1,ECTEL LTD,1096197,3661
GKNT,GEEKNET INC,1096199,5961
ENLAY,ENEL SPA,1096200,4911
NEOF,NEOFORMA INC,1096219,7374
WKSP,WORKSPORT LTD,1096275,3714
XPDR,XPEDIOR INC,1096287,7372
FLRE.,FLOWARE WIRELESS SYSTEMS LTD,1096300,3663
ISIL,INTERSIL CORP  -CL A,1096325,3674
SARA,SARATOGA RESOURCES INC,1096339,1311
MKL,MARKEL GROUP INC,1096343,6331
FUSN.1,FUSION NETWORKS HOLDINGS INC,1096349,4955
NTRI,NUTRISYSTEM INC,1096376,5961
VVC,VECTREN CORP,1096385,4923
EXTN.1,EXTENSITY INC,1096473,7372
TREE.1,LENDINGTREE INC -OLD,1096479,6163
ANPM,ANGIOTECH PHARMACEUTICALS,1096481,3841
TNSIQ,TRINSIC INC,1096509,4813
IN.2,INFONET SERVICES CORP,1096512,7370
SLPHQ,SULPHCO INC,1096560,3559
OLCB,OHIO LEGACY CORP,1096654,6020
CTRA.2,CENTRA SOFTWARE INC,1096658,7372
3OPTO,OPTIO SOFTWARE INC,1096689,7372
PTNRY,PARTNER COMMUNICATIONS CO,1096691,4812
EPOC,EPOCRATES INC,1096738,7370
EPC,EDGEWELL PERSONAL CARE CO,1096752,3420
KNOL,KNOLOGY INC,1096788,4899
OBQI,OILSANDS QUEST INC,1096791,1311
PRME.1,PRIME RESPONSE INC,1096839,7372
OPTV.1,OPENTV CORP,1096958,7372
EVLVQ,EVOLVE SOFTWARE INC,1097002,7372
ICABY,I-CABLE COMMUNICATIONS LTD,1097020,4841
BUYY,BUY.COM INC -REDH,1097070,5961
HKTVY,HONG KONG TECHNOLOGY VENTURE,1097086,5961
ZNGN,ZENGINE INC,1097119,7373
SENO,SENORX INC,1097136,3845
ALGN,ALIGN TECHNOLOGY INC,1097149,3843
ALTH,ALLOS THERAPEUTICS INC,1097264,2836
TPTI,TIPPINGPOINT TECHNOLOGIES,1097297,3663
GRP.,GRANT PRIDECO INC,1097313,3533
WITS,WITNESS SYSTEMS INC,1097338,7372
SLF,SUN LIFE FINANCIAL INC,1097362,6311
DVINQ,DIVINE INC  -CL A,1097516,7370
ANCJQ,ANC RENTAL CORP,1097523,7510
KQIPQ,KPNQWEST NV,1097566,4813
TRRA,TERRA NETWORKS SA,1097636,7370
SVNX,724 SOLUTIONS INC,1097641,7372
NZX,NUVEEN GA DIV ADV MUNI FD,1097668,6726
KRTHF,KOREA THRUNET CO LTD,1097714,7370
ON,ON SEMICONDUCTOR CORP,1097864,3674
SBMC,CONNECTICUT BANCSHARES INC,1097882,6020
LSPN.1,LIGHTSPAN INC,1097892,7372
EBKRY,EBOOKERS PLC,1098128,4700
PNBK,PATRIOT NATIONAL BANCORP INC,1098146,6020
FDBC,FIDELITY D & D BANCORP INC,1098151,6020
WBSN,WEBSENSE INC,1098277,7372
GORXQ,GEOPHARMA INC,1098315,2834
ROOM.,HOTELS.COM,1098322,4700
FMSB,FIRST MUTUAL BANCSHARES INC,1098337,6036
VNWI,VIA NET.WORKS INC,1098402,7370
LUMM,LUMENON INNOVATIVE LIGHTWAVE,1098432,3679
MTLK,METALINK LTD,1098462,3674
INNI,INNOVARO INC,1098482,8742
RNO.1,RIO NARCEA GOLD MINES LTD,1098506,1040
IBEMQ,IBEAM BROADCASTING CORP,1098570,7389
FIRE.1,FIREPOND INC-OLD,1098574,7372
MCCC,MEDIACOM COMMUNICATIONS CORP,1098659,4841
CCMC.2,CONCENTRA MANAGED CARE INC,1098782,8011
APRS,APROPOS TECHNOLOGY INC,1098803,7372
CMFB,COMMERCEFIRST BANCORP INC,1098813,6020
FRGO,FARGO ELECTRONICS INC,1098834,3577
EPRS.,EPRISE CORP,1098937,7372
AGEN,AGENUS INC,1098972,2834
BBGI,BEASLEY BROADCAST GROUP INC,1099160,4832
MRAEY,MIRAE CORP,1099196,3559
MET,METLIFE INC,1099219,6311
HGLI,HONGLI CLEAN ENERGY TECHNL,1099290,1220
VCBI,VIRGINIA COMM BANCORP INC,1099305,6020
NTKKQ,NET2000 COMMUNICATIONS INC,1099363,4813
TNOX,TANOX INC,1099414,2834
PORT.,PORT FINANCIAL CORP,1099517,6036
3VMDC,VANTAGEMED CORP,1099531,7372
MELI,MERCADOLIBRE INC,1099590,5960
3AMSI.,ARTEMIS INTL SOLUTIONS CORP,1099674,7372
IPRT,IPRINT TECHNOLOGIES INC,1099795,2750
EW,EDWARDS LIFESCIENCES CORP,1099800,3842
HBE,HENRY BROS ELECTRONICS INC,1099918,7380
MVC,MVC CAPITAL INC,1099941,6797
INFT.1,INFORTE CORP,1099944,7370
SBP.1,SANTANDER BANCORP,1099958,6020
CMFO,CHINA MARINE FOOD GROUP LTD,1099977,2092
TAMB,TAMALPAIS BANCORP,1099980,6020
BDAY,CELEBRATE EXPRESS INC,1100124,5961
LNCMQ,LENCO MOBILE INC,1100202,4899
PALM,PALM INC,1100389,3571
AOLAQ,AMERICA ONLNE LTN AMR  -CL A,1100395,7370
ADXS,AYALA PHARMACEUTIC INC,1100397,2836
ARRY.1,ARRAY BIOPHARMA INC,1100412,2836
AED.1,ALLIED DOMECQ PLC,1100427,2085
DTHK,DIGITALTHINK INC,1100514,7389
CRL,CHARLES RIVER LABS INTL INC,1100682,8731
IPETZ,IPET HOLDINGS INC,1100683,9995
AMFS,AMERICAN FUNERAL SVCS CORP,1100778,6500
BGYNY,BRITISH ENERGY GROUP,1100790,4911
OPSW,OPSWARE INC,1100813,7372
CJREF,CORUS ENTERTAINMENT INC,1100868,4841
ONVI,ONVIA INC,1100917,7370
ASIA.1,ASIAINFO-LINKAGE INC,1100969,7372
PCBI,PEOPLES CMNTY BANCORP INC,1100983,6035
OFI,OVERHILL FARMS INC,1101020,2030
ZIVO,ZIVO BIOSCIENCE INC,1101026,2834
MYOG,MYOGEN INC,1101052,2834
VRGE.,VIRAGE INC,1101147,7372
VIAS,VIASYSTEMS GROUP INC,1101169,3672
BFH,BREAD FINANCIAL HOLDINGS INC,1101215,6141
EQIX,EQUINIX INC,1101239,6798
PRPL.1,PURPLE COMMUNICATIONS INC,1101268,4812
ENTG,ENTEGRIS INC,1101302,3559
DHA,DUCK HEAD APPAREL CO INC,1101395,5130
DLAPQ,DELTA APPAREL INC,1101396,2300
IGNX,IGN ENTERTAINMENT INC,1101547,7370
DZSIQ,DZS INC,1101680,3661
OTGS,OTG SOFTWARE INC,1101757,7370
CDSEQ,CREDIT STORE INC,1101851,6141
ARL,AMERICAN REALTY INVESTORS,1102238,6513
CSFL,CENTERSTATE BANK CORP,1102266,6020
PRWT,PREMIERWEST BANCORP,1102287,6020
ASTTY,ASAT HOLDINGS LTD  -ADR,1102384,3674
TLCT,TELOCITY INC,1102448,7370
ELNK,EARTHLINK HOLDINGS CORP,1102541,7370
SCOXQ,SCO GROUP INC,1102542,7372
NUAN.,NUANCE COMMUNICATIONS-OLD,1102556,7372
NBAN,NORTH BAY BANCORP/CA,1102595,6020
USIH,USI HOLDINGS CORP,1102643,6411
STEC.1,STEC INC,1102741,3572
FTGLF,FLAG TELECOM GROUP LTD,1102752,4813
PRTS.1,PARTSBASE INC,1102754,7370
QMMI,Q COMM INTL INC,1102901,4899
CCMP,CMC MATERIALS INC,1102934,2890
ISYFF,IFCO SYSTEMS NV,1102957,4731
LPSN,LIVEPERSON INC,1102993,7370
PECS,PEC SOLUTIONS INC,1103013,7370
BDSI,BIODELIVERY SCIENCES INTL,1103021,2834
TRXI,TRX INC,1103025,7374
RZTIQ,RASER TECHNOLOGIES INC,1103078,4991
BLZE.,BLAZE SOFTWARE INC,1103088,7372
ULCM,ULTICOM INC,1103184,7372
MFLO,MOLDFLOW CORP,1103234,7372
EDLG,EDUCATION LENDING GROUP INC,1103313,6141
BCONQ,BEACON POWER CORP,1103345,3620
SGSF,SIGNALSOFT CORP,1103354,7372
IPK.1,IMPERIAL PARKING CORP,1103389,7200
RDEA,ARDEA BIOSCIENCES INC,1103390,2836
TRBC.2,THREE RIVERS BANCORP INC,1103585,6020
WGL,WGL HOLDINGS INC,1103601,4924
ITYCQ,INTEGRITY BANCSHARES INC,1103764,6020
SMDI.,SIRENZA MICRODEVICES INC,1103777,3674
REDFY,REDIFF.COM INDIA LTD  -ADR,1103783,7370
CRWN,CROWN MEDIA HOLDINGS INC,1103837,4841
IBN,ICICI BANK LTD,1103838,6020
MDLZ,MONDELEZ INTERNATIONAL INC,1103982,2052
IMNY,I-MANY INC,1104017,7372
VRME,VERIFYME INC,1104038,7373
AATI,ADVANCED ANALOGIC TECH,1104042,3674
TVLY.,TRAVELOCITY.COM INC,1104172,7370
DDIC,DDI CORP,1104252,3672
OSCA,OSCA INC,1104325,5160
CPLA,CAPELLA EDUCATION CO,1104349,8200
NOG,NORTHERN OIL & GAS INC,1104485,1311
INSM,INSMED INC,1104506,2836
MTRN,MATERION CORP,1104657,3330
VYYO,VYYO INC,1104730,3663
OMNY,OMNISKY CORP,1104771,4812
SPRT,SUPPORT.COM INC,1104855,7370
NMX.1,NYMEX HOLDINGS INC,1105018,6200
GIGM,GIGAMEDIA LTD,1105101,7370
NSPH,NANOSPHERE INC,1105184,2835
NUI,NUI CORP,1105192,4924
SLRY,SALARY.COM INC,1105360,7370
3LXNT,LEXENT INC,1105503,8711
RVSN.1,RADVISION LTD,1105519,7372
ARGSQ,ARGOS THERAPEUTICS INC,1105533,2836
TWX,TIME WARNER INC,1105705,4888
CKSW,CLICKSOFTWARE TECHNOLOGIES,1105841,7372
OTIX,OTIX GLOBAL INC,1105982,3842
HXD.1,SHELBOURNE PPTYS I INC,1106036,6798
HXE,SHELBOURNE PPTYS II INC,1106037,6798
HXF,SHELBOURNE PPTYS III INC,1106038,6798
NPSNY,NASPERS LTD,1106051,7370
SAYCY,SATYAM COMPUTER SERVICES LTD,1106056,7370
CPHI,CHINA PHARMA HOLDINGS INC,1106644,2834
DRSV,DEBT RESOLVE INC,1106645,7370
PSITY,PSI TECHNOLOGIES HLDGS  -ADR,1106714,3674
SCRX,SCIELE PHARMA INC,1106773,5122
LEON.1,2INVEST AG,1106774,2836
SBYN,SEEBEYOND TECHNOLOGY CORP,1106842,7372
OVTI,OMNIVISION TECHNOLOGIES INC,1106851,3674
PCOR.4,PINNACOR INC,1106917,7370
CRFH,E MACHITOWN CO LTD,1106934,7370
IVANF,IVANHOE ENERGY INC,1106935,1311
BBBB,BLACKBOARD INC,1106942,7372
SDAYY,SUNDAY COMMUNICATIONS LTD,1106952,4812
ACBA.1,AMERICAN CMNTY BANCSHARES,1106980,6020
CKCM,CLICK COMMERCE INC,1107050,7372
EMBT.,EMBARCADERO TECHNOLOGIES INC,1107112,7373
HARL,HARLEYSVILLE FINANCIAL CORP,1107160,6036
CTLM,CENTILLIUM COMMUNICATIONS,1107194,3674
DCBK,DESERT COMMUNITY BANK,1107214,6020
ORCH,ORCHID CELLMARK INC,1107216,8071
FBGI.,FIRST SHARES BANCORP INC,1107257,6020
DNDNQ,DENDREON CORP,1107332,2836
TCRT,ALAUNOS THERAPEUTICS INC,1107421,2836
IFNNY,INFINEON TECHNOLOGIES AG,1107457,3674
SEOAY,STORA ENSO OYJ,1107458,2621
HAVSY,HAVAS N V,1107470,7311
SNEN,SINOENERGY CORP,1107563,3537
AGIXQ,ATHEROGENICS INC,1107601,2834
RVDPY,RIVERDEEP GROUP PLC,1107692,7372
RAX,RACKSPACE HOSTING INC,1107694,7370
DFBS,DUTCHFORK BANCSHARES INC,1107710,6035
BLZN,BLUE ZONE INC,1107749,7370
QLYS,QUALYS INC,1107843,7372
LMIN.1,LASTMINUTE.COM PLC,1108034,4700
TUNE.1,MICROTUNE INC,1108058,3674
CYH,COMMUNITY HEALTH SYSTEMS INC,1108109,8062
OCNW,OCCAM NETWORKS INC,1108185,3661
CRIS,CURIS INC,1108205,2836
AMRB,AMERICAN RIVER BANKSHARES,1108236,6020
CONR,CONOR MEDSYSTEMS INC,1108271,3841
SMTX,SMTC CORP,1108320,3672
PTCCY,PETROCHINA COMPANY LIMITED,1108329,2911
ALVRQ,ALVARION LTD,1108332,3661
EXLT,EXULT INC,1108341,8742
ZCOM,IMPRESO INC,1108345,2761
SONWY,SONG NETWORKS HLDG AB,1108352,4813
TXNM,TXNM ENERGY INC,1108426,4911
SHOP.1,SHOPPING.COM LTD,1108482,7370
UPCS,UBIQUITEL INC,1108487,4812
PCAF,PRINTCAFE SOFTWARE INC,1108507,7372
TCM.3,TYCOM LTD,1108511,3661
ISHP.1,INTERSHOP COMMUNICATIONS AG,1108517,7370
WHIT,WHITTIER ENERGY CORP,1108520,1311
CRM,SALESFORCE INC,1108524,7372
STGN,STRATAGENE CORP,1108674,2836
IPCS,IPCS INC,1108727,4899
CARE.2,CARESCIENCE INC,1108782,7372
QEP,QEP RESOURCES INC,1108827,1311
WEDXF,WESTAIM CORP,1108828,6799
HANAY,SK BROADBAND CO LTD,1108838,4899
SRVY,GREENFIELD ONLINE INC,1108906,8700
GNOM.1,GENOMICA CORP,1108915,7372
OPNT.1,OPNET TECHNOLOGIES INC,1108924,7372
LSBC,LARGE SCALE BIOLOGY CORP,1108951,2834
OIGBQ,ORBITAL INFRAS GROUP INC,1108967,1623
EVC,ENTRAVISION COMMUNICATIONS,1109116,7310
CAMT,CAMTEK LTD,1109138,3827
BASXQ,BASIC ENERGY SERVICES INC,1109189,1389
EFD.1,EFUNDS CORP,1109190,7374
MBVXQ,MABVAX THERAPEUTICS HLDGS,1109196,2836
HAFC,HANMI FINANCIAL CORP,1109242,6020
TVIAQ.1,TVIA INC,1109279,3674
3ACKH,ARMSTRONG HOLDINGS INC,1109304,3089
NVMI,NOVA LTD,1109345,3823
BRKR,BRUKER CORP,1109354,3826
EXC,EXELON CORP,1109357,4911
FLBC,FINGER LAKES BANCORP INC,1109401,6035
BARI,BANCORP RHODE ISLAND INC,1109525,6020
ARDI,AT ROAD INC,1109537,7373
WNETY,WHEREVER.NET HLDG CORP  -ADR,1109542,4813
PMBC,PACIFIC MERCANTILE BANCORP,1109546,6020
TRDFF,TRADER CLASSIFIED MEDIA NV,1109678,3990
STYLA,STYLECLICK INC  -CL A,1109705,5961
CTTY,CATUITY INC,1109740,7371
RIT.1,RIGHTCHOICE MGD CARE,1109802,6324
AVCT.,AVOCENT CORP,1109808,3576
BSXT,BOE FINANCIAL SERVICES VA,1109848,6020
WEBX,WEBEX COMMUNICATIONS INC,1109935,7370
GNSC,GENAISSANCE PHARMACEUTICALS,1110009,8731
DMX.1,I-TRAX INC,1110189,8000
KOSN,KOSAN BIOSCIENCES INC,1110206,2834
ERMS,EROOMSYSTEM TECHNOLOGIES INC,1110361,3570
AFLYY,AIR FRANCE KLM SA,1110452,4512
ESCH,ESCHELON TELECOM INC,1110507,7385
ONTF,ON24 INC,1110611,7370
NTES,NETEASE INC,1110646,7372
OCLR,OCLARO INC,1110647,3674
FBR,FIBRIA CELULOSE SA,1110649,2611
GSOL.1,GLOBAL SOURCES LTD,1110650,7370
MON.1,MONSANTO CO,1110783,100
GENUQ,GENUITY INC,1110794,7370
ILMN,ILLUMINA INC,1110803,3826
NS,NUSTAR ENERGY LP,1110805,4610
QLNXF,QUINTALINUX LTD,1110870,7372
NEI,NETWORK ENGINES INC,1110903,7373
IAWK,IASIAWORKS INC,1110992,7370
QSCG,Q BEYOND AG,1110999,7370
CRIO,CORIO INC,1111001,7371
KRT.2,KRAMONT REALTY TRUST,1111205,6798
RNOW,RIGHTNOW TECHNOLOGIES INC,1111247,7372
AMEV,APPLIED MOLECULAR EVOLUTION,1111312,8731
VC,VISTEON CORP,1111335,3714
SPWX,SPEECHWORKS INTL INC,1111345,7371
RXST,RXSIGHT INC,1111485,3851
AUTNY.,AUTONOMY CORP PLC,1111492,7372
LVIDF,LEITCH TECHNOLOGY CORP,1111496,3663
PRSE,PRECISE SOFTWARE SOLUTIONS,1111553,7372
TRAD,TRADESTATION GROUP INC,1111559,6211
AVSR,AVISTAR COMMUNICATIONS CORP,1111632,3576
3XOHO,XO HOLDINGS INC -CL A,1111634,4813
TSYS,TELECOMMUNICATION SYS INC,1111665,7373
NI,NISOURCE INC,1111711,4932
STLW,STRATOS INTERNATIONAL INC,1111721,3674
SPIL,SILICONWARE PRECISION INDS,1111759,3674
VVVV,VIASOURCE COMMUNICATIONS INC,1111789,1731
LPIH,LONGWEI PETROLEUM INVT HLDG,1111817,5171
SWIR,SIERRA WIRELESS INC,1111863,3663
IPGP,IPG PHOTONICS CORP,1111928,3674
3APWLQ,APW LTD,1111938,3460
PROXQ,PROXIM CORP,1112263,3669
ENDRQ,ENDEAVOUR INTERNATIONAL CORP,1112412,1311
MOTV.1,MOTIVE INC,1112422,7372
AGNT,ARGONAUT TECHNOLOGIES INC,1112880,2835
GSB,GLOBALSCAPE INC,1112920,7372
GCOR.1,GENENCOR INTL INC,1113099,2835
FFBI,FIRST FED BANCSHARES INC/DE,1113107,6035
INFIQ,INFINITY PHARMACEUTICALS INC,1113148,2834
TROW,PRICE (T. ROWE) GROUP,1113169,6282
3CAPS.,CAPSULE COMMUNICATIONS INC,1113227,4813
ACLS,AXCELIS TECHNOLOGIES INC,1113232,3559
BGPTQ,BEARINGPOINT INC,1113247,8742
MTOR,MERITOR INC,1113256,3714
MXMTY,MAXCOM TELECOMUNICACIONES SA,1113306,4813
CSCIF,COSCIENS BIOPHARMA INC,1113423,2836
VINA,VINA TECHNOLOGIES INC,1113428,3661
WCRXY,WARNER CHILCOTT PLC,1113445,2834
MDCO,MEDICINES CO (THE),1113481,2834
ATTL,AT&T LATIN AMERICA CORP,1113527,4813
3OTWO,O2WIRELESS SOLUTIONS INC,1113529,7373
REVUQ,EDUCATION HOLDINGS 1 INC,1113668,8200
3KMEDQ,KEY3MEDIA GROUP INC,1113674,7389
BBW,BUILD-A-BEAR WORKSHOP INC,1113809,5945
ASGXF,ASIA GLOBAL CROSSING LTD,1113836,4813
CHU,CHINA UNICOM (HONG KONG) LTD,1113866,4812
TLCP.1,TELECORP PCS INC  -CL A,1113948,4812
VLCT,VALICERT INC,1114040,7371
MLTC.,MULTILINK TECHNOLOGY CORP,1114068,3674
IVII.,INTERVIDEO INC,1114084,7372
AMMD,AMERICAN MEDICAL SYSTMS HLDS,1114200,3842
KERX,KERYX BIOPHARMACEUTICALS INC,1114220,2834
CRNM,CURON MED INC,1114365,3845
NVS,NOVARTIS AG,1114448,2834
ITGR,INTEGER HOLDINGS CORP,1114483,3845
VIAC.1,VIACELL INC,1114529,2836
AQUA.1,AQUACELL TECHNOLOGIES INC,1114655,3580
INRG,INRANGE TECHNOLOGIES CORP,1114674,3576
GGAL,GRUPO FINANCIERO GALICIA SA,1114700,6020
KNXA,KENEXA CORP,1114714,7372
JMBI,JAMES MONROE BANCORP INC,1114868,6020
MCELQ,MILLENNIUM CELL INC,1114872,3690
LTRX,LANTRONIX INC,1114925,3576
PI,IMPINJ INC,1114995,3674
RDVWF,RADVIEW SOFTWARE LTD,1114999,7372
PNFP,PINNACLE FINL PARTNERS INC,1115055,6020
SVRTY,SILVERLINE TECHNOLOGIES LTD,1115084,7371
CLWA,CALLWAVE INC,1115091,7370
QUOT,QUOTIENT TECHNOLOGY INC,1115128,7310
ACUS,ACUSPHERE INC,1115143,2834
EYET,EYETECH PHARMACEUTICALS INC,1115285,2834
MCLS.,MEDICHEM LIFE SCIENCES  INC,1115512,8731
WGNB,WGNB CORP,1115568,6020
BEL,BELMOND LTD,1115836,7011
MBT,MOBILE TELESYSTEMS PJSC,1115837,4812
HYDL,HYDRIL CO,1116030,3533
NOPTQ,NEON COMMUNICATIONS INC,1116086,4813
AXCA,AXCAN PHARMA INC,1116094,2834
TPR,TAPESTRY INC,1116132,3100
TTCMY,TATA COMMUNICATIONS LTD,1116134,4813
SNVT,SYNAVANT INC,1116141,7372
3ITXIQ,INTEGRATED TELECOM EXPRESS,1116201,3661
EXFO,EXFO INC,1116284,3825
AIRV,AIRVANA INC,1116435,3663
XGEN.,XENOGEN CORP,1116449,3826
OSUR,ORASURE TECHNOLOGIES INC,1116463,2835
5933B,AVAYA INC,1116521,3663
ENO.1,ENODIS PLC,1116547,3580
PUK,PRUDENTIAL PLC,1116578,6311
DLGS,DIALOG SEMICONDUCTOR PLC,1116581,3674
RNA.1,RIBAPHARM INC,1116613,2834
DWRI,DESIGN WITHIN REACH INC,1116755,5961
GEOR,GEOPETRO RESOURCES CO,1116927,1311
RLF,COHEN & STEERS ADV INC RLTY,1116937,6726
TTMI,TTM TECHNOLOGIES INC,1116942,3672
MPE.1,MPOWER HOLDING CORP,1117042,4813
PLAG,PLANET GREEN HOLDINGS CORP,1117057,2090
IVTAY,INFOVISTA SA,1117064,7372
GMNI.,GEMINI GENOMICS PLC  -ADR,1117089,8731
TIKRF,TIKCRO TECHNOLOGIES LTD,1117095,2836
N,NETSUITE INC,1117106,7373
KNTA,KINTERA INC,1117119,7372
CBAT,CBAK ENERGY TECHNOLOGY INC,1117171,3690
QNST,QUINSTREET INC,1117297,7310
SRA.2,MERCK SERONO SA,1117399,2836
OTODQ,O2DIESEL CORP,1117458,2890
CMRX,CHIMERIX INC,1117480,2836
GPCBY,AGENNIX AG,1117629,2834
PRSS,CAFEPRESS INC,1117733,5961
CHL,CHINA MOBILE LTD,1117795,4812
SAJA,SAJAN INC,1118037,7370
ACAP.1,AMERICAN PHYSICIANS CAPITAL,1118148,6351
MBTF,MBT FINANCIAL CORP,1118237,6036
RNVS,RENOVIS INC,1118361,2834
MODN,MODEL N INC,1118417,7370
QGP,QUANTUM GROUP INC,1118847,8742
ENWV,ENDWAVE CORP,1118941,3663
MNDO,MIND CTI LTD,1119083,7372
CWCIQ,CROSSWAVE COMMUN INC  -ADR,1119174,4813
NWPWQ,NEWPOWER HOLDINGS INC,1119307,4931
EIMCY,EIMO OYJ,1119332,3089
CESV,CHINA ENERGY SAVNGS TECH INC,1119601,3822
LMNE,LUMINENT INC,1119602,3674
PBR,PETROLEO BRASILEIRO SA- PETR,1119639,2911
VRYAF,VIRYANET LTD,1119744,7372
EURX,EURAND NV,1119745,2834
CRNT,CERAGON NETWORKS LTD,1119769,3663
CGEN,COMPUGEN LTD,1119774,2836
MTSXY,METAL STORM LTD,1119775,3760
BCICF,BELL CANADA INTL INC,1119954,9995
HYGS,HYDROGENICS CORP,1119985,3620
SCEIQ,SINO CLEAN ENERGY INC,1120096,2990
APCS,ALAMOSA HOLDINGS INC,1120102,4812
ITLN,INTELLON CORP,1120105,3674
CATZ,COMPUTER ACCESS TECH CORP,1120155,3825
NDAQ,NASDAQ INC,1120193,6200
RRI1,ORION POWER HOLDINGS INC,1120236,4911
XXIA,IXIA,1120295,3825
BWEN,BROADWIND INC,1120370,3510
TWTI.1,THIRD WAVE TECHNOLOGIES INC,1120438,2836
IWA,IOWA TELECOM SERVICES INC,1120462,4813
CHNGQ,CHINA NATURAL GAS INC,1120830,4923
PDFS,PDF SOLUTIONS INC,1120914,7370
AEZ,AMERICAN OIL & GAS INC,1120916,1311
LODE,COMSTOCK INC,1120970,2911
REDL,REDLINE PERFORMANCE PRODS,1121131,3790
MAXR,MAXAR TECHNOLOGIES INC,1121142,3663
BUF,MINRAD INTL INC,1121225,2834
SYD.1,SYBRON DENTAL SPECIALTIES,1121302,3843
SURE.,SUREBEAM CORP,1121309,3559
SNY,SANOFI,1121404,2834
EMAG.2,EMAGEON INC,1121439,7372
OIS,OIL STATES INTL INC,1121484,3533
YTENQ,YIELD10 BIOSCIENCE INC,1121702,8731
AQQSQ,AMERICAN SPECTRUM REALTY INC,1121783,6510
SLSZQ,SLS INTERNATIONAL INC,1121785,3651
PRWK,PRACTICEWORKS INC,1121786,7372
GRMN,GARMIN LTD,1121788,3812
MTOAF,METRO INTERNATIONAL SA,1121850,2711
VRST.,VERISITY LTD,1121936,7372
3HPLA,HPL TECHNOLOGIES INC,1121980,7372
FTNW,FTE NETWORKS INC,1122063,1600
MRCIY,TELENT PLC,1122135,3661
TWKGQ,TRENWICK GROUP LTD,1122211,6331
AET,AETNA INC,1122304,6324
AFOP,ALLIANCE FIBER OPTIC PRODUCT,1122342,3674
ELLI,ELLIE MAE INC,1122388,7372
ASX,ASE TECHNOLOGY HLDNG CO,1122411,3674
CABG,CABG MEDICAL INC,1122425,3842
BRFS,BRF SA,1122491,2000
OCPI,OPTICAL COMMUNICATION PRODS,1122668,3674
NAPS,NAPSTER INC,1122787,7370
NTGR,NETGEAR INC,1122904,3661
